unit_id,model_id,serial_number,label_code,condition_grade,condition_notes,shipment_id,arrival_date,cost_allocated,location_id,status,reserved_until,reserved_for_customer_id,created_at,updated_at
U-000274,M-0019,SN-M-0019-FMSA9J,LBL-FMSA9J,A,Perfecto / muy leve,S-0004,2025-10-14,"185,26",L-0003,AVAILABLE,,,2025-10-14 10:35,2025-10-14 10:25
U-000275,M-0019,SN-M-0019-SPBK52,LBL-SPBK52,C,Tara visible / revisar,S-0004,2025-10-14,"153,2",L-0002,AVAILABLE,,,2025-10-14 10:13,2025-10-14 10:34
U-000276,M-0019,SN-M-0019-X7XZF7,LBL-X7XZF7,A,Perfecto / muy leve,S-0004,2025-10-14,"198,14",L-0001,SOLD,,,2025-10-14 10:03,2025-10-28 12:07
U-000277,M-0019,SN-M-0019-LTOULJ,LBL-LTOULJ,B,Leves marcas estéticas,S-0004,2025-10-14,"183,33",L-0004,AVAILABLE,,,2025-10-14 10:39,2025-10-14 10:29
U-000278,M-0009,SN-M-0009-Q5CPXB,LBL-Q5CPXB,C,Tara visible / revisar,S-0004,2025-10-14,"92,61",L-0001,SOLD,,,2025-10-14 10:00,2025-12-05 12:48
U-000279,M-0009,SN-M-0009-Z0FHZ0,LBL-Z0FHZ0,B,Leves marcas estéticas,S-0004,2025-10-14,"136,61",L-0004,AVAILABLE,,,2025-10-14 10:13,2025-10-14 10:33
U-000280,M-0009,SN-M-0009-DD28OX,LBL-DD28OX,A,Perfecto / muy leve,S-0004,2025-10-14,"158,82",L-0002,AVAILABLE,,,2025-10-14 10:55,2025-10-24 16:11
U-000281,M-0009,SN-M-0009-7EFQ15,LBL-7EFQ15,B,Leves marcas estéticas,S-0004,2025-10-14,"146,93",L-0003,AVAILABLE,,,2025-10-14 10:58,2025-10-14 10:16
U-000282,M-0009,SN-M-0009-L4F29O,LBL-L4F29O,A,Perfecto / muy leve,S-0004,2025-10-14,"127,37",L-0002,AVAILABLE,,,2025-10-14 10:41,2025-10-14 10:34
U-000283,M-0009,SN-M-0009-YHFGLO,LBL-YHFGLO,A,Perfecto / muy leve,S-0004,2025-10-14,"125,69",L-0002,AVAILABLE,,,2025-10-14 10:41,2025-10-14 10:33
U-000284,M-0009,SN-M-0009-SKM1R7,LBL-SKM1R7,A,Perfecto / muy leve,S-0004,2025-10-14,"133,64",L-0001,SOLD,,,2025-10-14 10:37,2025-11-08 12:09
U-000285,M-0009,SN-M-0009-1HQ116,LBL-1HQ116,B,Leves marcas estéticas,S-0004,2025-10-14,"122,58",L-0001,SOLD,,,2025-10-14 10:00,2025-11-03 12:37
U-000286,M-0009,SN-M-0009-GFKGMR,LBL-GFKGMR,A,Perfecto / muy leve,S-0004,2025-10-14,"126,42",L-0001,SOLD,,,2025-10-14 10:51,2025-10-27 12:25
U-000287,M-0009,SN-M-0009-0Q0EFO,LBL-0Q0EFO,A,Perfecto / muy leve,S-0004,2025-10-14,"107,02",L-0003,AVAILABLE,,,2025-10-14 10:41,2025-10-14 10:44
U-000288,M-0009,SN-M-0009-EUMNXF,LBL-EUMNXF,A,Perfecto / muy leve,S-0004,2025-10-14,"160,95",L-0004,AVAILABLE,,,2025-10-14 10:55,2025-10-14 10:53
U-000289,M-0009,SN-M-0009-RFD5ER,LBL-RFD5ER,B,Leves marcas estéticas,S-0004,2025-10-14,"111,68",L-0002,AVAILABLE,,,2025-10-14 10:36,2025-10-14 10:34
U-000290,M-0002,SN-M-0002-J8KT96,LBL-J8KT96,B,Leves marcas estéticas,S-0004,2025-10-14,"58,95",L-0001,SOLD,,,2025-10-14 10:00,2025-12-03 12:21
U-000291,M-0002,SN-M-0002-7R2UYI,LBL-7R2UYI,B,Leves marcas estéticas,S-0004,2025-10-14,"49,11",L-0001,SOLD,,,2025-10-14 10:27,2025-11-01 12:34
U-000292,M-0030,SN-M-0030-UEXHI1,LBL-UEXHI1,B,Leves marcas estéticas,S-0004,2025-10-14,"153,63",L-0005,IN_REVIEW,,,2025-10-14 10:38,2025-10-14 10:21
U-000293,M-0030,SN-M-0030-9BWY3M,LBL-9BWY3M,B,Leves marcas estéticas,S-0004,2025-10-14,"132,27",L-0001,SOLD,,,2025-10-14 10:20,2025-10-29 12:11
U-000294,M-0030,SN-M-0030-OODI0Y,LBL-OODI0Y,A,Perfecto / muy leve,S-0004,2025-10-14,"125,24",L-0001,SOLD,,,2025-10-14 10:59,2025-12-19 12:00
U-000295,M-0030,SN-M-0030-YZCA5B,LBL-YZCA5B,B,Leves marcas estéticas,S-0004,2025-10-14,"124,38",L-0004,AVAILABLE,,,2025-10-14 10:40,2025-10-14 10:04
U-000296,M-0030,SN-M-0030-HW42DZ,LBL-HW42DZ,A,Perfecto / muy leve,S-0004,2025-10-14,"114,35",L-0005,IN_REVIEW,,,2025-10-14 10:49,2025-10-14 10:47
U-000297,M-0030,SN-M-0030-RJYKBQ,LBL-RJYKBQ,B,Leves marcas estéticas,S-0004,2025-10-14,"145,32",L-0001,SOLD,,,2025-10-14 10:52,2025-10-17 12:20
U-000298,M-0006,SN-M-0006-8T8E82,LBL-8T8E82,A,Perfecto / muy leve,S-0004,2025-10-14,"66,78",L-0002,AVAILABLE,,,2025-10-14 10:37,2025-10-14 10:29
U-000299,M-0006,SN-M-0006-U5U76B,LBL-U5U76B,B,Leves marcas estéticas,S-0004,2025-10-14,"55,34",L-0001,SOLD,,,2025-10-14 10:52,2025-12-09 12:06
U-000300,M-0006,SN-M-0006-ODX4MV,LBL-ODX4MV,B,Leves marcas estéticas,S-0004,2025-10-14,"65,61",L-0003,AVAILABLE,,,2025-10-14 10:38,2025-10-14 10:01
U-000301,M-0006,SN-M-0006-85ROKF,LBL-85ROKF,B,Leves marcas estéticas,S-0004,2025-10-14,"47,29",L-0001,SOLD,,,2025-10-14 10:39,2025-12-01 12:39
U-000302,M-0006,SN-M-0006-KDJZPX,LBL-KDJZPX,B,Leves marcas estéticas,S-0004,2025-10-14,"48,26",L-0002,AVAILABLE,,,2025-10-14 10:24,2025-10-14 10:52
U-000303,M-0006,SN-M-0006-6OLFGM,LBL-6OLFGM,B,Leves marcas estéticas,S-0004,2025-10-14,"67,9",L-0001,SOLD,,,2025-10-14 10:31,2025-12-05 12:05
U-000304,M-0006,SN-M-0006-8S9G3F,LBL-8S9G3F,B,Leves marcas estéticas,S-0004,2025-10-14,"45,16",L-0002,AVAILABLE,,,2025-10-14 10:29,2025-10-14 10:36
U-000305,M-0006,SN-M-0006-3JMDT5,LBL-3JMDT5,B,Leves marcas estéticas,S-0004,2025-10-14,"54,87",L-0001,SOLD,,,2025-10-14 10:42,2025-12-03 12:43
U-000306,M-0006,SN-M-0006-CWP8NX,LBL-CWP8NX,B,Leves marcas estéticas,S-0004,2025-10-14,"54,85",L-0004,AVAILABLE,,,2025-10-14 10:03,2025-10-14 10:58
U-000307,M-0010,SN-M-0010-N9C4YU,LBL-N9C4YU,B,Leves marcas estéticas,S-0004,2025-10-14,"139,56",L-0001,SOLD,,,2025-10-14 10:38,2025-11-19 12:25
U-000308,M-0010,SN-M-0010-Q8RA7J,LBL-Q8RA7J,A,Perfecto / muy leve,S-0004,2025-10-14,"148,87",L-0001,SOLD,,,2025-10-14 10:11,2025-11-22 12:17
U-000309,M-0010,SN-M-0010-V9WI1A,LBL-V9WI1A,B,Leves marcas estéticas,S-0004,2025-10-14,"120,39",L-0001,SOLD,,,2025-10-14 10:40,2025-11-11 12:04
U-000310,M-0010,SN-M-0010-R9M6L4,LBL-R9M6L4,B,Leves marcas estéticas,S-0004,2025-10-14,"100,35",L-0002,AVAILABLE,,,2025-10-14 10:12,2025-10-14 10:33
U-000311,M-0010,SN-M-0010-3CLSY6,LBL-3CLSY6,B,Leves marcas estéticas,S-0004,2025-10-14,"151,86",L-0003,AVAILABLE,,,2025-10-14 10:44,2025-10-14 10:11
U-000312,M-0010,SN-M-0010-J6RW7O,LBL-J6RW7O,B,Leves marcas estéticas,S-0004,2025-10-14,"117,84",L-0001,SOLD,,,2025-10-14 10:17,2025-11-19 12:16
U-000313,M-0010,SN-M-0010-H6Q4W2,LBL-H6Q4W2,A,Perfecto / muy leve,S-0004,2025-10-14,"106,14",L-0003,AVAILABLE,,,2025-10-14 10:42,2025-10-14 10:35
U-000314,M-0010,SN-M-0010-4OCOZO,LBL-4OCOZO,B,Leves marcas estéticas,S-0004,2025-10-14,"145,16",L-0003,AVAILABLE,,,2025-10-14 10:49,2025-10-14 10:00
U-000315,M-0010,SN-M-0010-B3UM7J,LBL-B3UM7J,A,Perfecto / muy leve,S-0004,2025-10-14,"101,55",L-0001,SOLD,,,2025-10-14 10:43,2025-10-24 12:16
U-000316,M-0010,SN-M-0010-O3ELX8,LBL-O3ELX8,B,Leves marcas estéticas,S-0004,2025-10-14,"136,26",L-0001,SOLD,,,2025-10-14 10:53,2025-11-27 12:13
U-000317,M-0010,SN-M-0010-0MO3MG,LBL-0MO3MG,C,Tara visible / revisar,S-0004,2025-10-14,"108,23",L-0001,SOLD,,,2025-10-14 10:59,2025-11-23 12:23
U-000318,M-0010,SN-M-0010-KHY7CA,LBL-KHY7CA,B,Leves marcas estéticas,S-0004,2025-10-14,"110,79",L-0002,RESERVED,2026-01-15,C-0004,2025-10-14 10:36,2025-10-14 10:46
U-000319,M-0010,SN-M-0010-J424FY,LBL-J424FY,B,Leves marcas estéticas,S-0004,2025-10-14,"125,58",L-0005,IN_REVIEW,,,2025-10-14 10:47,2025-10-14 10:52
U-000320,M-0010,SN-M-0010-7NKX5N,LBL-7NKX5N,C,Tara visible / revisar,S-0004,2025-10-14,"116,77",L-0001,SOLD,,,2025-10-14 10:52,2025-12-20 12:05
U-000321,M-0010,SN-M-0010-JHIDY9,LBL-JHIDY9,B,Leves marcas estéticas,S-0004,2025-10-14,"117,72",L-0002,AVAILABLE,,,2025-10-14 10:07,2025-10-14 10:53
U-000322,M-0010,SN-M-0010-8HQ1QS,LBL-8HQ1QS,C,Tara visible / revisar,S-0004,2025-10-14,111,L-0002,AVAILABLE,,,2025-10-14 10:02,2025-10-14 10:34
U-000323,M-0010,SN-M-0010-3DIWML,LBL-3DIWML,B,Leves marcas estéticas,S-0004,2025-10-14,"109,81",L-0001,SOLD,,,2025-10-14 10:18,2025-11-10 12:27
U-000324,M-0023,SN-M-0023-2BSPCW,LBL-2BSPCW,B,Leves marcas estéticas,S-0004,2025-10-14,"130,29",L-0004,AVAILABLE,,,2025-10-14 10:37,2025-10-14 10:26
U-000325,M-0023,SN-M-0023-I5928L,LBL-I5928L,C,Tara visible / revisar,S-0004,2025-10-14,"86,39",L-0001,SOLD,,,2025-10-14 10:27,2025-11-18 12:40
U-000326,M-0023,SN-M-0023-85WGWE,LBL-85WGWE,A,Perfecto / muy leve,S-0004,2025-10-14,"140,03",L-0001,SOLD,,,2025-10-14 10:01,2025-12-10 12:12
U-000327,M-0026,SN-M-0026-2A0WAM,LBL-2A0WAM,B,Leves marcas estéticas,S-0005,2025-10-21,"87,39",L-0001,SOLD,,,2025-10-21 10:40,2025-12-11 12:54
U-000328,M-0026,SN-M-0026-JMFW9L,LBL-JMFW9L,A,Perfecto / muy leve,S-0005,2025-10-21,"65,07",L-0001,SOLD,,,2025-10-21 10:51,2025-10-24 12:49
U-000329,M-0026,SN-M-0026-QDDF1Q,LBL-QDDF1Q,C,Tara visible / revisar,S-0005,2025-10-21,"76,47",L-0001,SOLD,,,2025-10-21 10:57,2025-11-15 12:13
U-000330,M-0026,SN-M-0026-94TJOM,LBL-94TJOM,B,Leves marcas estéticas,S-0005,2025-10-21,"90,84",L-0001,SOLD,,,2025-10-21 10:52,2025-12-09 12:58
U-000331,M-0026,SN-M-0026-P0N34E,LBL-P0N34E,A,Perfecto / muy leve,S-0005,2025-10-21,"66,38",L-0003,AVAILABLE,,,2025-10-21 10:01,2025-10-21 10:00
U-000332,M-0026,SN-M-0026-39D2HU,LBL-39D2HU,C,Tara visible / revisar,S-0005,2025-10-21,"74,94",L-0001,SOLD,,,2025-10-21 10:56,2025-11-27 12:38
U-000333,M-0026,SN-M-0026-RXHI6N,LBL-RXHI6N,A,Perfecto / muy leve,S-0005,2025-10-21,"79,13",L-0002,AVAILABLE,,,2025-10-21 10:28,2025-10-21 10:29
U-000334,M-0026,SN-M-0026-U7Y61U,LBL-U7Y61U,B,Leves marcas estéticas,S-0005,2025-10-21,"88,28",L-0001,SOLD,,,2025-10-21 10:43,2025-12-05 12:15
U-000335,M-0026,SN-M-0026-ZIXYQF,LBL-ZIXYQF,C,Tara visible / revisar,S-0005,2025-10-21,"67,49",L-0001,SOLD,,,2025-10-21 10:51,2025-11-22 12:50
U-000336,M-0023,SN-M-0023-O23W0B,LBL-O23W0B,A,Perfecto / muy leve,S-0005,2025-10-21,"152,12",L-0001,SOLD,,,2025-10-21 10:29,2025-11-18 12:50
U-000337,M-0023,SN-M-0023-O781BU,LBL-O781BU,B,Leves marcas estéticas,S-0005,2025-10-21,"120,74",L-0001,SOLD,,,2025-10-21 10:01,2025-12-28 12:51
U-000338,M-0023,SN-M-0023-1D9ZG3,LBL-1D9ZG3,A,Perfecto / muy leve,S-0005,2025-10-21,"126,23",L-0003,AVAILABLE,,,2025-10-21 10:58,2025-10-21 10:56
U-000339,M-0023,SN-M-0023-A4U3SW,LBL-A4U3SW,B,Leves marcas estéticas,S-0005,2025-10-21,"142,26",L-0002,AVAILABLE,,,2025-10-21 10:42,2025-10-21 10:34
U-000340,M-0023,SN-M-0023-WQYUHG,LBL-WQYUHG,B,Leves marcas estéticas,S-0005,2025-10-21,"144,37",L-0001,SOLD,,,2025-10-21 10:41,2025-10-23 12:20
U-000341,M-0023,SN-M-0023-HPD9TM,LBL-HPD9TM,A,Perfecto / muy leve,S-0005,2025-10-21,"138,39",L-0005,IN_REVIEW,,,2025-10-21 10:05,2025-10-21 10:23
U-000342,M-0023,SN-M-0023-JLKRUM,LBL-JLKRUM,A,Perfecto / muy leve,S-0005,2025-10-21,"102,05",L-0001,SOLD,,,2025-10-21 10:44,2025-12-11 12:18
U-000343,M-0023,SN-M-0023-VSQOVX,LBL-VSQOVX,C,Tara visible / revisar,S-0005,2025-10-21,"117,75",L-0005,IN_REVIEW,,,2025-10-21 10:53,2025-10-24 16:14
U-000344,M-0023,SN-M-0023-ZBY4P5,LBL-ZBY4P5,A,Perfecto / muy leve,S-0005,2025-10-21,"150,26",L-0004,AVAILABLE,,,2025-10-21 10:08,2025-10-21 10:16
U-000345,M-0023,SN-M-0023-24BNFF,LBL-24BNFF,C,Tara visible / revisar,S-0005,2025-10-21,"114,11",L-0004,AVAILABLE,,,2025-10-21 10:53,2025-10-21 10:48
U-000346,M-0024,SN-M-0024-2ATMTM,LBL-2ATMTM,B,Leves marcas estéticas,S-0005,2025-10-21,"69,72",L-0001,SOLD,,,2025-10-21 10:56,2025-10-26 12:49
U-000347,M-0024,SN-M-0024-2TD3LW,LBL-2TD3LW,A,Perfecto / muy leve,S-0005,2025-10-21,"91,03",L-0005,IN_REVIEW,,,2025-10-21 10:13,2025-10-21 10:33
U-000348,M-0024,SN-M-0024-BXI77S,LBL-BXI77S,B,Leves marcas estéticas,S-0005,2025-10-21,"94,78",L-0002,AVAILABLE,,,2025-10-21 10:18,2025-10-21 10:48
U-000349,M-0024,SN-M-0024-6AJZ9G,LBL-6AJZ9G,B,Leves marcas estéticas,S-0005,2025-10-21,"96,99",L-0004,AVAILABLE,,,2025-10-21 10:18,2025-10-21 10:48
U-000350,M-0024,SN-M-0024-OM8D5X,LBL-OM8D5X,B,Leves marcas estéticas,S-0005,2025-10-21,"95,76",L-0001,SOLD,,,2025-10-21 10:41,2025-11-26 12:50
U-000351,M-0024,SN-M-0024-VZKCCA,LBL-VZKCCA,A,Perfecto / muy leve,S-0005,2025-10-21,"75,31",L-0003,AVAILABLE,,,2025-10-21 10:41,2025-10-21 10:32
U-000352,M-0024,SN-M-0024-YJ1GDK,LBL-YJ1GDK,B,Leves marcas estéticas,S-0005,2025-10-21,"97,09",L-0001,SOLD,,,2025-10-21 10:56,2025-11-27 12:33
U-000353,M-0024,SN-M-0024-5QLHN2,LBL-5QLHN2,A,Perfecto / muy leve,S-0005,2025-10-21,"77,96",L-0001,SOLD,,,2025-10-21 10:17,2025-11-13 12:11
U-000354,M-0024,SN-M-0024-AG6FXV,LBL-AG6FXV,B,Leves marcas estéticas,S-0005,2025-10-21,"76,84",L-0001,SOLD,,,2025-10-21 10:53,2025-12-22 12:05
U-000355,M-0024,SN-M-0024-NXUICA,LBL-NXUICA,C,Tara visible / revisar,S-0005,2025-10-21,"63,6",L-0001,SOLD,,,2025-10-21 10:34,2025-12-02 12:01
U-000356,M-0024,SN-M-0024-GN0NFX,LBL-GN0NFX,C,Tara visible / revisar,S-0005,2025-10-21,"89,96",L-0001,SOLD,,,2025-10-21 10:59,2025-11-24 12:44
U-000357,M-0024,SN-M-0024-BX514I,LBL-BX514I,C,Tara visible / revisar,S-0005,2025-10-21,"68,1",L-0002,AVAILABLE,,,2025-10-21 10:42,2025-10-21 10:24
U-000358,M-0024,SN-M-0024-4IBPEQ,LBL-4IBPEQ,B,Leves marcas estéticas,S-0005,2025-10-21,"73,38",L-0003,AVAILABLE,,,2025-10-21 10:59,2025-10-21 10:11
U-000359,M-0007,SN-M-0007-PECNQ7,LBL-PECNQ7,B,Leves marcas estéticas,S-0005,2025-10-21,"108,93",L-0004,RESERVED,2026-01-16,C-0001,2025-10-21 10:13,2025-10-21 10:36
U-000360,M-0007,SN-M-0007-W97NCP,LBL-W97NCP,A,Perfecto / muy leve,S-0005,2025-10-21,"135,84",L-0003,AVAILABLE,,,2025-10-21 10:13,2025-10-21 10:06
U-000361,M-0007,SN-M-0007-CJ7Q0C,LBL-CJ7Q0C,B,Leves marcas estéticas,S-0005,2025-10-21,"123,66",L-0004,AVAILABLE,,,2025-10-21 10:50,2025-10-21 10:23
U-000362,M-0007,SN-M-0007-CZRJSW,LBL-CZRJSW,B,Leves marcas estéticas,S-0005,2025-10-21,"158,63",L-0001,SOLD,,,2025-10-21 10:47,2025-12-25 12:09
U-000363,M-0007,SN-M-0007-TIRVXF,LBL-TIRVXF,B,Leves marcas estéticas,S-0005,2025-10-21,"161,2",L-0003,AVAILABLE,,,2025-10-21 10:42,2025-10-21 10:57
U-000364,M-0007,SN-M-0007-XZAQ0Q,LBL-XZAQ0Q,C,Tara visible / revisar,S-0005,2025-10-21,"103,45",L-0005,IN_REVIEW,,,2025-10-21 10:19,2025-10-21 10:47
U-000365,M-0007,SN-M-0007-LHCAFM,LBL-LHCAFM,B,Leves marcas estéticas,S-0005,2025-10-21,"108,59",L-0004,AVAILABLE,,,2025-10-21 10:31,2025-10-21 10:43
U-000366,M-0007,SN-M-0007-9WH4H9,LBL-9WH4H9,B,Leves marcas estéticas,S-0005,2025-10-21,"118,18",L-0005,IN_REVIEW,,,2025-10-21 10:02,2025-10-21 10:26
U-000367,M-0007,SN-M-0007-GOZU1I,LBL-GOZU1I,B,Leves marcas estéticas,S-0005,2025-10-21,"113,91",L-0001,SOLD,,,2025-10-21 10:29,2025-11-22 12:30
U-000368,M-0025,SN-M-0025-JUJO69,LBL-JUJO69,A,Perfecto / muy leve,S-0005,2025-10-21,"94,86",L-0001,SOLD,,,2025-10-21 10:14,2025-10-31 12:17
U-000369,M-0025,SN-M-0025-GVQO5X,LBL-GVQO5X,C,Tara visible / revisar,S-0005,2025-10-21,"105,38",L-0004,AVAILABLE,,,2025-10-21 10:26,2025-10-21 10:06
U-000370,M-0025,SN-M-0025-B6DAKK,LBL-B6DAKK,C,Tara visible / revisar,S-0005,2025-10-21,"102,01",L-0001,SOLD,,,2025-10-21 10:24,2025-12-13 12:48
U-000371,M-0025,SN-M-0025-KXZUQR,LBL-KXZUQR,B,Leves marcas estéticas,S-0005,2025-10-21,"111,29",L-0002,AVAILABLE,,,2025-10-21 10:35,2025-11-22 16:40
U-000372,M-0025,SN-M-0025-PVJN48,LBL-PVJN48,B,Leves marcas estéticas,S-0005,2025-10-21,"99,02",L-0005,IN_REVIEW,,,2025-10-21 10:43,2025-10-21 10:52
U-000373,M-0025,SN-M-0025-C0WQY2,LBL-C0WQY2,A,Perfecto / muy leve,S-0005,2025-10-21,"101,92",L-0004,AVAILABLE,,,2025-10-21 10:41,2025-10-21 10:56
U-000374,M-0025,SN-M-0025-G82IP8,LBL-G82IP8,A,Perfecto / muy leve,S-0005,2025-10-21,"98,89",L-0005,IN_REVIEW,,,2025-10-21 10:14,2025-10-21 10:23
U-000375,M-0025,SN-M-0025-0MX1EI,LBL-0MX1EI,A,Perfecto / muy leve,S-0005,2025-10-21,"92,33",L-0001,SOLD,,,2025-10-21 10:56,2025-12-27 12:28
U-000376,M-0025,SN-M-0025-WXQQLT,LBL-WXQQLT,A,Perfecto / muy leve,S-0005,2025-10-21,"114,89",L-0001,SOLD,,,2025-10-21 10:44,2025-10-23 12:25
U-000377,M-0025,SN-M-0025-Y2OEWK,LBL-Y2OEWK,B,Leves marcas estéticas,S-0005,2025-10-21,"89,49",L-0004,AVAILABLE,,,2025-10-21 10:49,2025-10-21 10:12
U-000378,M-0025,SN-M-0025-N4XFCQ,LBL-N4XFCQ,B,Leves marcas estéticas,S-0005,2025-10-21,"115,27",L-0001,SOLD,,,2025-10-21 10:38,2025-11-11 12:26
U-000379,M-0025,SN-M-0025-OUB24D,LBL-OUB24D,A,Perfecto / muy leve,S-0005,2025-10-21,"88,1",L-0004,AVAILABLE,,,2025-10-21 10:50,2025-10-21 10:15
U-000380,M-0025,SN-M-0025-AE78FM,LBL-AE78FM,B,Leves marcas estéticas,S-0005,2025-10-21,"94,81",L-0003,AVAILABLE,,,2025-10-21 10:55,2025-10-21 10:16
U-000381,M-0025,SN-M-0025-L7JJCB,LBL-L7JJCB,C,Tara visible / revisar,S-0005,2025-10-21,"73,26",L-0005,IN_REVIEW,,,2025-10-21 10:21,2025-10-21 10:32
U-000382,M-0025,SN-M-0025-RG7UBF,LBL-RG7UBF,B,Leves marcas estéticas,S-0005,2025-10-21,"97,79",L-0001,SOLD,,,2025-10-21 10:19,2025-12-20 12:54
U-000383,M-0009,SN-M-0009-DVGZ22,LBL-DVGZ22,A,Perfecto / muy leve,S-0005,2025-10-21,"110,23",L-0001,SOLD,,,2025-10-21 10:27,2025-11-07 12:08
U-000384,M-0009,SN-M-0009-A7H4Q1,LBL-A7H4Q1,B,Leves marcas estéticas,S-0005,2025-10-21,"135,86",L-0001,SOLD,,,2025-10-21 10:01,2025-11-19 12:07
U-000385,M-0009,SN-M-0009-0HKXYW,LBL-0HKXYW,C,Tara visible / revisar,S-0005,2025-10-21,"99,35",L-0001,SOLD,,,2025-10-21 10:57,2025-12-20 12:48
U-000386,M-0009,SN-M-0009-ECQMZY,LBL-ECQMZY,B,Leves marcas estéticas,S-0005,2025-10-21,"152,79",L-0001,SOLD,,,2025-10-21 10:46,2025-12-12 12:02
U-000387,M-0027,SN-M-0027-LKLIGW,LBL-LKLIGW,A,Perfecto / muy leve,S-0005,2025-10-21,"124,26",L-0006,DEFECTIVE,,,2025-10-21 10:45,2026-01-06 16:35
U-000388,M-0027,SN-M-0027-5YRLCX,LBL-5YRLCX,B,Leves marcas estéticas,S-0005,2025-10-21,"152,67",L-0001,SOLD,,,2025-10-21 10:32,2025-10-31 12:25
U-000389,M-0018,SN-M-0018-47PZT2,LBL-47PZT2,B,Leves marcas estéticas,S-0005,2025-10-21,"61,53",L-0001,SOLD,,,2025-10-21 10:05,2025-10-23 12:35
U-000390,M-0018,SN-M-0018-7E47UC,LBL-7E47UC,B,Leves marcas estéticas,S-0005,2025-10-21,"53,2",L-0004,RESERVED,2026-01-16,C-0001,2025-10-21 10:49,2025-10-21 10:21
U-000391,M-0018,SN-M-0018-PDOD8B,LBL-PDOD8B,A,Perfecto / muy leve,S-0005,2025-10-21,"75,03",L-0001,SOLD,,,2025-10-21 10:44,2025-10-30 12:58
U-000392,M-0018,SN-M-0018-L3VOIN,LBL-L3VOIN,B,Leves marcas estéticas,S-0005,2025-10-21,"73,25",L-0005,IN_REVIEW,,,2025-10-21 10:29,2025-11-09 16:15
U-000393,M-0018,SN-M-0018-EJ066R,LBL-EJ066R,C,Tara visible / revisar,S-0005,2025-10-21,"59,63",L-0003,AVAILABLE,,,2025-10-21 10:25,2025-10-21 10:45
U-000394,M-0018,SN-M-0018-H206R5,LBL-H206R5,B,Leves marcas estéticas,S-0005,2025-10-21,"76,05",L-0004,AVAILABLE,,,2025-10-21 10:30,2025-10-21 10:52
U-000395,M-0018,SN-M-0018-9F4LG0,LBL-9F4LG0,A,Perfecto / muy leve,S-0005,2025-10-21,"57,74",L-0002,AVAILABLE,,,2025-10-21 10:55,2025-10-21 10:14
U-000396,M-0018,SN-M-0018-UA1V68,LBL-UA1V68,A,Perfecto / muy leve,S-0005,2025-10-21,"77,44",L-0001,SOLD,,,2025-10-21 10:23,2025-11-27 12:56
U-000397,M-0018,SN-M-0018-NMNDI6,LBL-NMNDI6,B,Leves marcas estéticas,S-0005,2025-10-21,"71,1",L-0005,IN_REVIEW,,,2025-10-21 10:52,2025-10-21 10:58
U-000398,M-0018,SN-M-0018-XB6GFL,LBL-XB6GFL,B,Leves marcas estéticas,S-0005,2025-10-21,"61,86",L-0003,AVAILABLE,,,2025-10-21 10:08,2025-10-21 10:15
U-000399,M-0018,SN-M-0018-TM3M44,LBL-TM3M44,C,Tara visible / revisar,S-0005,2025-10-21,"47,85",L-0001,SOLD,,,2025-10-21 10:55,2025-11-04 12:27
U-000400,M-0018,SN-M-0018-T62498,LBL-T62498,B,Leves marcas estéticas,S-0005,2025-10-21,"65,91",L-0002,AVAILABLE,,,2025-10-21 10:46,2025-10-21 10:21
U-000401,M-0018,SN-M-0018-MCE56A,LBL-MCE56A,A,Perfecto / muy leve,S-0005,2025-10-21,"70,48",L-0002,AVAILABLE,,,2025-10-21 10:12,2025-10-21 10:55
U-000402,M-0018,SN-M-0018-QO28LW,LBL-QO28LW,C,Tara visible / revisar,S-0005,2025-10-21,"56,24",L-0005,IN_REVIEW,,,2025-10-21 10:53,2025-10-21 10:19
U-000403,M-0018,SN-M-0018-0M6V96,LBL-0M6V96,A,Perfecto / muy leve,S-0005,2025-10-21,"65,44",L-0004,AVAILABLE,,,2025-10-21 10:14,2025-10-21 10:13
U-000404,M-0018,SN-M-0018-HT7X5X,LBL-HT7X5X,B,Leves marcas estéticas,S-0005,2025-10-21,"65,9",L-0001,SOLD,,,2025-10-21 10:45,2025-11-22 12:17
U-000405,M-0018,SN-M-0018-PDS32M,LBL-PDS32M,A,Perfecto / muy leve,S-0005,2025-10-21,"74,35",L-0001,SOLD,,,2025-10-21 10:23,2025-12-24 12:30
U-000406,M-0014,SN-M-0014-TSYF89,LBL-TSYF89,B,Leves marcas estéticas,S-0006,2025-10-28,"75,85",L-0002,AVAILABLE,,,2025-10-28 10:35,2026-01-06 16:54
U-000407,M-0014,SN-M-0014-15N7HA,LBL-15N7HA,B,Leves marcas estéticas,S-0006,2025-10-28,"78,93",L-0001,SOLD,,,2025-10-28 10:32,2025-11-07 12:23
U-000408,M-0014,SN-M-0014-7UFW2P,LBL-7UFW2P,B,Leves marcas estéticas,S-0006,2025-10-28,"59,87",L-0001,SOLD,,,2025-10-28 10:13,2025-11-30 12:01
U-000409,M-0014,SN-M-0014-WB126F,LBL-WB126F,B,Leves marcas estéticas,S-0006,2025-10-28,"68,2",L-0002,AVAILABLE,,,2025-10-28 10:14,2025-10-28 10:38
U-000410,M-0014,SN-M-0014-G59ZDQ,LBL-G59ZDQ,B,Leves marcas estéticas,S-0006,2025-10-28,"58,58",L-0002,AVAILABLE,,,2025-10-28 10:59,2025-12-20 16:54
